  -0.1484548   0.8166421  -0.0987301  -0.3348478   0.3801956 1192.96IR ION  77.A
  -0.1651619   0.8471733  -0.1319560  -0.2403932   0.2606505 1192.96IR ION  77.B
   0.3527195  -0.1135945  -3.2072220   3.6903309   3.5890603 1194.96PT ION  78.A
  -0.1641464   0.8433866  -0.1316155  -0.2363731   0.2682307 1194.96PT ION  78.B
  -0.6452937   1.7395894   3.0059738  -4.3614503  -2.8288256 2196.97AU ION  79.A
  -0.1631498   0.8396712  -0.1313287  -0.2321407   0.2763586 1196.97AU ION  79.B
  -0.4232196   1.3271011   1.6391602  -2.5946662  -1.4218869 2201.97HG ION  80.A
  -0.1621785   0.8360423  -0.1309330  -0.2279877   0.2842805 1201.97HG ION  80.B
  -0.3817497   1.2504729   1.3882065  -2.2718022  -1.1636255 2204.97TL ION  81.A
  -0.1612234   0.8324802  -0.1306926  -0.2234283   0.2928748 1204.97TL ION  81.B
  -0.3522496   1.1956016   1.2159729  -2.0517492  -0.9890707 2207.98PB ION  82.A
  -0.1602853   0.8289850  -0.1306212  -0.2184031   0.3022205 1207.98PB ION  82.B
  -0.3377389   1.1687514   1.1345520  -1.9487960  -0.9070498 2208.98BI ION  83.A
  -0.1593722   0.8255750  -0.1303938  -0.2135219   0.3109577 1208.98BI ION  83.B
  -0.3281549   1.1510796   1.0831795  -1.8846380  -0.8558090 2209.98PO ION  84.A
  -0.1584755   0.8222311  -0.1304030  -0.2080453   0.3206531 1209.98PO ION  84.B
  -0.3186598   1.1333734   1.0333633  -1.8225050  -0.8068219 2210.99AT ION  85.A
  -0.1575984   0.8189589  -0.1304863  -0.2022544   0.3305921 1210.99AT ION  85.B
  -0.3126961   1.1223739   1.0042725  -1.7870863  -0.7785892 2210.99RN ION  86.A
  -0.1567415   0.8157615  -0.1306234  -0.1962122   0.3406636 1210.99RN ION  86.B
  -0.3061034   1.1100191   0.9722633  -1.7479835  -0.7479779 2221.01FR ION  87.A
  -0.1559042   0.8126368  -0.1309297  -0.1896561   0.3512606 1221.01FR ION  87.B
  -0.3006281   1.0997561   0.9472504  -1.7180607  -0.7245655 2226.03RA ION  88.A
  -0.1550864   0.8095836  -0.1313140  -0.1827702   0.3620604 1226.03RA ION  88.B
  -0.2958600   1.0908031   0.9264565  -1.6935718  -0.7054368 2225.02AC ION  89.A
  -0.1542863   0.8066003  -0.1319756  -0.1751646   0.3735151 1225.02AC ION  89.B
  -0.2915053   1.0825918   0.9077492  -1.6715553  -0.6883373 2232.04TH ION  90.A
  -0.1535065   0.8036898  -0.1327590  -0.1671304   0.3853400 1232.04TH ION  90.B
  -0.2874874   1.0749929   0.8915825  -1.6530934  -0.6740312 2231.04PA ION  91.A
